,CLIENT NAME,CLIENT_LOCATION,REVIEW_TITLE,REVIEW_PARAGRAPH,REVIEW_SCORE,CLIENT_REVIEW_COUNT
2189,RW,FR,Fantastic experience with GameFix.fr!,"Fantastic experience!!We needed to replace a broken screen on a Nintendo Switch Lite and had an online quote from GameFix of 89€ which included all shipping costs.Upon creating our account, GameFix provided a postage label (Colissimo) for free and so we simply packed the device and attached the label and the postman picked it up from our letterbox!!  We were then able to track the parcel all the way to GameFix.  Within 24 hours of receiving the device GameFix confirmed the quote and we approved the work.The repair was completed and shipped 24 hours later and was in our hands the next day!The work appears to have been completed properly using a good replacement screen.Overall, I would not hesitate recommending GameFix to anyone needing a quick, no-hassle device repair!!They get 5 stars and then some...",Rated 5 out of 5 stars,4 reviews
2190,Olivier Leroy,FR,Réparation Switch suite port charge HS…,"Réparation Switch suite port charge HS ultra rapide (5 jours ouvrés envoi A/R inclus). La switch fonctionne à nouveau parfaitement. Service rapide, professionnel et suivi impeccable. Je recommande vivement.",Rated 5 out of 5 stars,1 review
2191,Carajujo,FR,Au top,Au top ! Changement du port Usb c de la switch invisible. Prise en charge même à distance nickel. Allez y les yeux fermés !,Rated 5 out of 5 stars,1 review
2192,Dimi Maillet,FR,"Très pro, ma Switch refonctionne, merci","Très pro, ma Switch",Rated 5 out of 5 stars,6 reviews
2193,Olivia watson,FR,"excellent,je suis tres content","excellent,je suis tres content. Merci Gamefix. love it",Rated 5 out of 5 stars,5 reviews
2194,Sylvain,FR,Super rapide intervention   bravo,None,Rated 5 out of 5 stars,1 review
2195,???,FR,Excellent service manette switch bouton…,Excellent service manette switch bouton ZL.ZRReparation rapide Prix correct Service client tres bienJe recommande,Rated 4 out of 5 stars,2 reviews
2196,yves-laurent Kipre,FR,reparation nickel un peu plus long que…,reparation nickel un peu plus long que prévu. bon relationnel avec les clients adresse à garder et faire tourner.,Rated 4 out of 5 stars,1 review
2197,manu,FR,Service au top,"Service au top, promesse tenue ! Quoi demander de plus ! Nintendo switch",Rated 5 out of 5 stars,1 review
2198,Mb,FR,Au top Nintendo Switch,"Un super accueil, la switch de mon fils avait le connecteur de charge cassé j’allais en racheter une donc 300 balles à donner et j’ai cherché avant pour la faire réparer je suis tombée sur Gamefix et 99 euros plus tard avec la possibilité de suivre l’avancée des réparations la switch est comme neuve avec une garantie de six mois ! Et nous sommes repartis avec des conseils en plus ! Donc je recommande +++",Rated 5 out of 5 stars,1 review
2199,Papa amadou Niang,FR,EXCELLENT...Rapide....Efficace....Pro.,EXCELLENT...Rapide....Efficace....Pro.Merci,Rated 5 out of 5 stars,3 reviews
2200,Stéph Ane,FR,Super réparation de ma manette ps4 je…,Super réparation de ma manette ps4 je recommande,Rated 5 out of 5 stars,1 review
2201,Adrian T,FR,Complicated fix to video chip PS4,Complicated fix to video chip on motherboard succeeded....PS4 saved. Price was as quoted. Service kept us informed on progress during whole process.,Rated 5 out of 5 stars,1 review
2202,Slama,FR,Au top tres professionnel,None,Rated 5 out of 5 stars,1 review
2203,Yannick MORTINIERA,FR,Excellent travail,None,Rated 5 out of 5 stars,1 review
2204,MORGAN BABOULENE,FR,Intervention rapide conforme au devis…,"Intervention rapide conforme au devis annoncé, rien à redire, parfait",Rated 5 out of 5 stars,1 review
2205,jean michel VINEL,FR,trés bon service,None,Rated 5 out of 5 stars,1 review
2206,orfane Sahidibe,FR,Super service,None,Rated 5 out of 5 stars,1 review
2207,olivier CHON,FR,efficace professionnel  au top merci,None,Rated 5 out of 5 stars,1 review
2208,RW,FR,Fantastic experience with GameFix.fr!,"Fantastic experience!!We needed to replace a broken screen on a Nintendo Switch Lite and had an online quote from GameFix of 89€ which included all shipping costs.Upon creating our account, GameFix provided a postage label (Colissimo) for free and so we simply packed the device and attached the label and the postman picked it up from our letterbox!!  We were then able to track the parcel all the way to GameFix.  Within 24 hours of receiving the device GameFix confirmed the quote and we approved the work.The repair was completed and shipped 24 hours later and was in our hands the next day!The work appears to have been completed properly using a good replacement screen.Overall, I would not hesitate recommending GameFix to anyone needing a quick, no-hassle device repair!!They get 5 stars and then some...",Rated 5 out of 5 stars,4 reviews
2209,Olivier Leroy,FR,Réparation Switch suite port charge HS…,"Réparation Switch suite port charge HS ultra rapide (5 jours ouvrés envoi A/R inclus). La switch fonctionne à nouveau parfaitement. Service rapide, professionnel et suivi impeccable. Je recommande vivement.",Rated 5 out of 5 stars,1 review
2210,Carajujo,FR,Au top,Au top ! Changement du port Usb c de la switch invisible. Prise en charge même à distance nickel. Allez y les yeux fermés !,Rated 5 out of 5 stars,1 review
2211,Dimi Maillet,FR,"Très pro, ma Switch refonctionne, merci","Très pro, ma Switch",Rated 5 out of 5 stars,6 reviews
2212,Olivia watson,FR,"excellent,je suis tres content","excellent,je suis tres content. Merci Gamefix. love it",Rated 5 out of 5 stars,5 reviews
2213,Sylvain,FR,Super rapide intervention   bravo,None,Rated 5 out of 5 stars,1 review
2214,???,FR,Excellent service manette switch bouton…,Excellent service manette switch bouton ZL.ZRReparation rapide Prix correct Service client tres bienJe recommande,Rated 4 out of 5 stars,2 reviews
2215,yves-laurent Kipre,FR,reparation nickel un peu plus long que…,reparation nickel un peu plus long que prévu. bon relationnel avec les clients adresse à garder et faire tourner.,Rated 4 out of 5 stars,1 review
2216,manu,FR,Service au top,"Service au top, promesse tenue ! Quoi demander de plus ! Nintendo switch",Rated 5 out of 5 stars,1 review
2217,Mb,FR,Au top Nintendo Switch,"Un super accueil, la switch de mon fils avait le connecteur de charge cassé j’allais en racheter une donc 300 balles à donner et j’ai cherché avant pour la faire réparer je suis tombée sur Gamefix et 99 euros plus tard avec la possibilité de suivre l’avancée des réparations la switch est comme neuve avec une garantie de six mois ! Et nous sommes repartis avec des conseils en plus ! Donc je recommande +++",Rated 5 out of 5 stars,1 review
2218,Papa amadou Niang,FR,EXCELLENT...Rapide....Efficace....Pro.,EXCELLENT...Rapide....Efficace....Pro.Merci,Rated 5 out of 5 stars,3 reviews
2219,Stéph Ane,FR,Super réparation de ma manette ps4 je…,Super réparation de ma manette ps4 je recommande,Rated 5 out of 5 stars,1 review
2220,Adrian T,FR,Complicated fix to video chip PS4,Complicated fix to video chip on motherboard succeeded....PS4 saved. Price was as quoted. Service kept us informed on progress during whole process.,Rated 5 out of 5 stars,1 review
2221,Slama,FR,Au top tres professionnel,None,Rated 5 out of 5 stars,1 review
2222,Yannick MORTINIERA,FR,Excellent travail,None,Rated 5 out of 5 stars,1 review
2223,MORGAN BABOULENE,FR,Intervention rapide conforme au devis…,"Intervention rapide conforme au devis annoncé, rien à redire, parfait",Rated 5 out of 5 stars,1 review
2224,jean michel VINEL,FR,trés bon service,None,Rated 5 out of 5 stars,1 review
2225,orfane Sahidibe,FR,Super service,None,Rated 5 out of 5 stars,1 review
2226,olivier CHON,FR,efficace professionnel  au top merci,None,Rated 5 out of 5 stars,1 review
2227,RW,FR,Fantastic experience with GameFix.fr!,"Fantastic experience!!We needed to replace a broken screen on a Nintendo Switch Lite and had an online quote from GameFix of 89€ which included all shipping costs.Upon creating our account, GameFix provided a postage label (Colissimo) for free and so we simply packed the device and attached the label and the postman picked it up from our letterbox!!  We were then able to track the parcel all the way to GameFix.  Within 24 hours of receiving the device GameFix confirmed the quote and we approved the work.The repair was completed and shipped 24 hours later and was in our hands the next day!The work appears to have been completed properly using a good replacement screen.Overall, I would not hesitate recommending GameFix to anyone needing a quick, no-hassle device repair!!They get 5 stars and then some...",Rated 5 out of 5 stars,4 reviews
2228,Olivier Leroy,FR,Réparation Switch suite port charge HS…,"Réparation Switch suite port charge HS ultra rapide (5 jours ouvrés envoi A/R inclus). La switch fonctionne à nouveau parfaitement. Service rapide, professionnel et suivi impeccable. Je recommande vivement.",Rated 5 out of 5 stars,1 review
2229,Carajujo,FR,Au top,Au top ! Changement du port Usb c de la switch invisible. Prise en charge même à distance nickel. Allez y les yeux fermés !,Rated 5 out of 5 stars,1 review
2230,Dimi Maillet,FR,"Très pro, ma Switch refonctionne, merci","Très pro, ma Switch",Rated 5 out of 5 stars,6 reviews
2231,Olivia watson,FR,"excellent,je suis tres content","excellent,je suis tres content. Merci Gamefix. love it",Rated 5 out of 5 stars,5 reviews
2232,Sylvain,FR,Super rapide intervention   bravo,None,Rated 5 out of 5 stars,1 review
2233,???,FR,Excellent service manette switch bouton…,Excellent service manette switch bouton ZL.ZRReparation rapide Prix correct Service client tres bienJe recommande,Rated 4 out of 5 stars,2 reviews
2234,yves-laurent Kipre,FR,reparation nickel un peu plus long que…,reparation nickel un peu plus long que prévu. bon relationnel avec les clients adresse à garder et faire tourner.,Rated 4 out of 5 stars,1 review
2235,manu,FR,Service au top,"Service au top, promesse tenue ! Quoi demander de plus ! Nintendo switch",Rated 5 out of 5 stars,1 review
2236,Mb,FR,Au top Nintendo Switch,"Un super accueil, la switch de mon fils avait le connecteur de charge cassé j’allais en racheter une donc 300 balles à donner et j’ai cherché avant pour la faire réparer je suis tombée sur Gamefix et 99 euros plus tard avec la possibilité de suivre l’avancée des réparations la switch est comme neuve avec une garantie de six mois ! Et nous sommes repartis avec des conseils en plus ! Donc je recommande +++",Rated 5 out of 5 stars,1 review
2237,Papa amadou Niang,FR,EXCELLENT...Rapide....Efficace....Pro.,EXCELLENT...Rapide....Efficace....Pro.Merci,Rated 5 out of 5 stars,3 reviews
2238,Stéph Ane,FR,Super réparation de ma manette ps4 je…,Super réparation de ma manette ps4 je recommande,Rated 5 out of 5 stars,1 review
2239,Adrian T,FR,Complicated fix to video chip PS4,Complicated fix to video chip on motherboard succeeded....PS4 saved. Price was as quoted. Service kept us informed on progress during whole process.,Rated 5 out of 5 stars,1 review
2240,Slama,FR,Au top tres professionnel,None,Rated 5 out of 5 stars,1 review
2241,Yannick MORTINIERA,FR,Excellent travail,None,Rated 5 out of 5 stars,1 review
2242,MORGAN BABOULENE,FR,Intervention rapide conforme au devis…,"Intervention rapide conforme au devis annoncé, rien à redire, parfait",Rated 5 out of 5 stars,1 review
2243,jean michel VINEL,FR,trés bon service,None,Rated 5 out of 5 stars,1 review
2244,orfane Sahidibe,FR,Super service,None,Rated 5 out of 5 stars,1 review
2245,olivier CHON,FR,efficace professionnel  au top merci,None,Rated 5 out of 5 stars,1 review
2246,RW,FR,Fantastic experience with GameFix.fr!,"Fantastic experience!!We needed to replace a broken screen on a Nintendo Switch Lite and had an online quote from GameFix of 89€ which included all shipping costs.Upon creating our account, GameFix provided a postage label (Colissimo) for free and so we simply packed the device and attached the label and the postman picked it up from our letterbox!!  We were then able to track the parcel all the way to GameFix.  Within 24 hours of receiving the device GameFix confirmed the quote and we approved the work.The repair was completed and shipped 24 hours later and was in our hands the next day!The work appears to have been completed properly using a good replacement screen.Overall, I would not hesitate recommending GameFix to anyone needing a quick, no-hassle device repair!!They get 5 stars and then some...",Rated 5 out of 5 stars,4 reviews
2247,Olivier Leroy,FR,Réparation Switch suite port charge HS…,"Réparation Switch suite port charge HS ultra rapide (5 jours ouvrés envoi A/R inclus). La switch fonctionne à nouveau parfaitement. Service rapide, professionnel et suivi impeccable. Je recommande vivement.",Rated 5 out of 5 stars,1 review
2248,Carajujo,FR,Au top,Au top ! Changement du port Usb c de la switch invisible. Prise en charge même à distance nickel. Allez y les yeux fermés !,Rated 5 out of 5 stars,1 review
2249,Dimi Maillet,FR,"Très pro, ma Switch refonctionne, merci","Très pro, ma Switch",Rated 5 out of 5 stars,6 reviews
2250,Olivia watson,FR,"excellent,je suis tres content","excellent,je suis tres content. Merci Gamefix. love it",Rated 5 out of 5 stars,5 reviews
2251,Sylvain,FR,Super rapide intervention   bravo,None,Rated 5 out of 5 stars,1 review
